pkSeqID,proto,saddr,sport,daddr,dport,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,attack,category,subcategory
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
